id,track_id,track_name,track_artist,lyrics,track_popularity,track_album_name,track_album_release_date,playlist_genre,duration_ms,language,Joy,Sadness,Tentative,Anger,Confident,Fear,Analytical
167,04ZTP5KsCypmtCmQg5tH9R,I'm a Mess,Bebe Rexha,"Everything's been so messed up here lately Pretty sure he don't wanna be my baby Oh, he don't love me, he don't love me He don't love me, he don't love me, but that's okay'Cause I love me, yeah, I love me Yeah, I love me, yeah, I love myself anyway, hey Everything's gonna be alright Everything's gonna be okay It's gonna be a good, good life That's what my therapists say Everything's gonna be alright Everything's gonna be just fine It's gonna be a good, good life I'm a mess, I'm a loser I'm a hater, I'm a user I'm a mess for your love, it ain't new I'm obsessed, I'm embarrassed I don't trust no one around us I'm a mess for your love, it ain't new Nobody shows up unless I'm paying Have a drink on me, cheers to the failing Oh, he don't love me, he don't love me He don't love me, he don't love me, but that's okay 'Cause I love me, yeah, I love me Yeah, I love me, yeah, I love myself anyway, hey Everything's gonna be alright Everything's gonna be okay It's gonna be a good, good life That's what my therapists say Everything's gonna be alright Everything's gonna be just fine It's gonna be a good, good life I'm a mess, I'm a loser I'm a hater, I'm a user I'm a mess for your love, it ain't new I'm obsessed, I'm embarrassed I don't trust no one around us I'm a mess for your love, it ain't new Everything's gonna be alright, alright Everything's gonna be just fine, just fine It's gonna be a good, good life I'm a mess, I'm a loser I'm a hater, I'm a user I'm a mess for your love, it ain't new I'm obsessed (I'm obsessed), I'm embarrassed I don't trust no one around us I'm a mess for your love, it ain't new (yeah) Everything's been so messed up here lately Pretty sure he don't wanna be my baby Oh, he don't love me, he don't love me He don't love me, he don't love me, but that's okay'Cause I love me, yeah, I love me Yeah, I love me, yeah, I love myself anyway, hey Everything's gonna be alright Everything's gonna be okay It's gonna be a good, good life That's what my therapists say Everything's gonna be alright Everything's gonna be just fine It's gonna be a good, good life I'm a mess, I'm a loser I'm a hater, I'm a user I'm a mess for your love, it ain't new I'm obsessed, I'm embarrassed I don't trust no one around us I'm a mess for your love, it ain't new Nobody shows up unless I'm paying Have a drink on me, cheers to the failing Oh, he don't love me, he don't love me He don't love me, he don't love me, but that's okay 'Cause I love me, yeah, I love me Yeah, I love me, yeah, I love myself anyway, hey Everything's gonna be alright Everything's gonna be okay It's gonna be a good, good life That's what my therapists say Everything's gonna be alright Everything's gonna be just fine It's gonna be a good, good life I'm a mess, I'm a loser I'm a hater, I'm a user I'm a mess for your love, it ain't new I'm obsessed, I'm embarrassed I don't trust no one around us I'm a mess for your love, it ain't new Everything's gonna be alright, alright Everything's gonna be just fine, just fine It's gonna be a good, good life I'm a mess, I'm a loser I'm a hater, I'm a user I'm a mess for your love, it ain't new I'm obsessed (I'm obsessed), I'm embarrassed I don't trust no one around us I'm a mess for your love, it ain't new (yeah) Everything's been so messed up here lately Pretty sure he don't wanna be my baby Oh, he don't love me, he don't love me He don't love me, he don't love me, but that's okay'Cause I love me, yeah, I love me Yeah, I love me, yeah, I love myself anyway, hey Everything's gonna be alright Everything's gonna be okay It's gonna be a good, good life That's what my therapists say Everything's gonna be alright Everything's gonna be just fine It's gonna be a good, good life I'm a mess, I'm a loser I'm a hater, I'm a user I'm a mess for your love, it ain't new I'm obsessed, I'm embarrassed I don't trust no one around us I'm a mess for your love, it ain't new Nobody shows up unless I'm paying Have a drink on me, cheers to the failing Oh, he don't love me, he don't love me He don't love me, he don't love me, but that's okay 'Cause I love me, yeah, I love me Yeah, I love me, yeah, I love myself anyway, hey Everything's gonna be alright Everything's gonna be okay It's gonna be a good, good life That's what my therapists say Everything's gonna be alright Everything's gonna be just fine It's gonna be a good, good life I'm a mess, I'm a loser I'm a hater, I'm a user I'm a mess for your love, it ain't new I'm obsessed, I'm embarrassed I don't trust no one around us I'm a mess for your love, it ain't new Everything's gonna be alright, alright Everything's gonna be just fine, just fine It's gonna be a good, good life I'm a mess, I'm a loser I'm a hater, I'm a user I'm a mess for your love, it ain't new I'm obsessed (I'm obsessed), I'm embarrassed I don't trust no one around us I'm a mess for your love, it ain't new (yeah)",80,Expectations,22/06/2018,pop,195519,en,0.506253,,,,,,
268,07KXEDMj78x68D884wgVEm,High Fashion (feat. Mustard),Roddy Ricch,"Mustard on the beat, ho Shawty made that ass clap, she don't need no applause High fashion like Goyard G-Wagen or the Rover? I put some ice on you 'cause you got a cold heart I know I gotta keep my shawty on go, go, go Drop that ass to the floor-floor, yeah Ahh, woah You ain't gotta deal with none of these niggas no more If we hop in the Benz is that okay? Is it okay if I call you my Prada bae? I ain't no player, I just got a lot of baes But let me tell you, I like you a lot, bae I wanna start at the top and the bottom, bae Know you want the shoe with the red at the bottom, bae You know I like when you ride at the top, bae She want Chane'-ne' and Dio'-o' I'm only doin' cash out, I don't need promo I pull up to the high rise, I'm in the four-four Inside cocoa If I got a feeling, I keep it inside my heart And I keep a Patek, too, 'cause I don't do facades You see my diamonds even when I'm in the dark And since you got it, it make you go and do anything you want to Shawty made that ass clap, she don't need no applause (No applause) High fashion like Goyard (Like Goyard) G-Wagen or the Rover? (Skrrt) I put some ice on you 'cause you got a cold heart (Ooh-ooh) I know I gotta keep my shawty on go, go, go (Shawty on go, go, yeah) Drop that ass to the floor-floor, yeah Ahh, woah You ain't gotta deal with none of these niggas no more If we hop in the Benz is that okay? Is it okay if I call you my Prada bae? I ain't no player, I just got a lot of baes But let me tell you, I like you a lot, bae I wanna start at the top and the bottom, bae Know you want the shoe with the red at the bottom, bae You know I like when you ride at the top, bae If I hit it from the back, she gon' hit the sidewalk If she got a best friend with her, take her back to my loft Got her five in the mornin', wildin', wildin'And her name ain't Megan but she a stallion, stallion Never keep my hoes divided, 'member I was pullin' up in the valley And you know I take her soul when she ridin' Sweater and her sneakers all Kenzo Shawty know to drop it low like a limbo every time we kick it like Timbo, woah, woah, woah Shawty made that ass clap, she don't need no applause (Nah, nah) I put some ice on you 'cause you got a cold heart (Ooh-ooh) I know I gotta keep my shawty on go, go, go (Yeah) Drop that ass to the floor-floor, yeah Shawty made that ass clap, she don't need no applause High fashion like Goyard G-Wagen or the Rover? I put some ice on you 'cause you got a cold heart I know I gotta keep my shawty on go, go, go Drop that ass to the floor-floor, yeah Ahh, woah You ain't gotta deal with none of these niggas no more If we hop in the Benz is that okay? Is it okay if I call you my Prada bae? I ain't no player, I just got a lot of baes But let me tell you, I like you a lot, bae I wanna start at the top and the bottom, bae Know you want the shoe with the red at the bottom, bae You know I like when you ride at the top, bae",83,Please Excuse Me For Being Antisocial,06/12/2019,rap,220487,en,0.559346,0.544401,0.768922,,,,
273,07Oz5StQ7GRoygNLaXs2pd,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,"I do my hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Woo, child, tired of the bullshit Go on, dust your shoulders off, keep it moving Yes, Lord, tryna get some new shit In there, swimwear, going-to-the-pool shit Come now, come dry your eyes You know you a star, you can touch the sky I know that it's hard, but you have to try If you need advice, let me simplify If he don't love you anymore Just walk your fine ass out the door I do my hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Feeling good as hell) Baby, how you feelin'? (Feelin' good as hell) Woo, girl, need to kick off your shoes Gotta take a deep breath, time to focus on you All the big fights, long nights that you been through I got a bottle of tequila I been saving for you Boss up and change your life You can have it all, no sacrifice I know he did you wrong, we can make it right So go and let it all hang out tonight 'Cause he don't love you anymore So walk your fine ass out the door And do your hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Show it off tonight) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (And we gon' be alright) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Mmm, yeah, alright Listen, if he don't love you anymore Then walk your fine ass out the door And do your hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Woo-hoo) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Show it off tonight) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (And we gon' make it right) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Feelin' good as hell) Baby, how you feelin'? (Feelin' good as hell) I do my hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Woo, child, tired of the bullshit Go on, dust your shoulders off, keep it moving Yes, Lord, tryna get some new shit In there, swimwear, going-to-the-pool shit Come now, come dry your eyes You know you a star, you can touch the sky I know that it's hard, but you have to try If you need advice, let me simplify If he don't love you anymore Just walk your fine ass out the door I do my hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Feeling good as hell) Baby, how you feelin'? (Feelin' good as hell) Woo, girl, need to kick off your shoes Gotta take a deep breath, time to focus on you All the big fights, long nights that you been through I got a bottle of tequila I been saving for you Boss up and change your life You can have it all, no sacrifice I know he did you wrong, we can make it right So go and let it all hang out tonight 'Cause he don't love you anymore So walk your fine ass out the door And do your hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Show it off tonight) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (And we gon' be alright) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Mmm, yeah, alright Listen, if he don't love you anymore Then walk your fine ass out the door And do your hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Woo-hoo) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Show it off tonight) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (And we gon' make it right) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Feelin' good as hell) Baby, how you feelin'? (Feelin' good as hell) I do my hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Woo, child, tired of the bullshit Go on, dust your shoulders off, keep it moving Yes, Lord, tryna get some new shit In there, swimwear, going-to-the-pool shit Come now, come dry your eyes You know you a star, you can touch the sky I know that it's hard, but you have to try If you need advice, let me simplify If he don't love you anymore Just walk your fine ass out the door I do my hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Feeling good as hell) Baby, how you feelin'? (Feelin' good as hell) Woo, girl, need to kick off your shoes Gotta take a deep breath, time to focus on you All the big fights, long nights that you been through I got a bottle of tequila I been saving for you Boss up and change your life You can have it all, no sacrifice I know he did you wrong, we can make it right So go and let it all hang out tonight 'Cause he don't love you anymore So walk your fine ass out the door And do your hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Show it off tonight) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (And we gon' be alright) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Mmm, yeah, alright Listen, if he don't love you anymore Then walk your fine ass out the door And do your hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Woo-hoo) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Show it off tonight) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (And we gon' make it right) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Feelin' good as hell) Baby, how you feelin'? (Feelin' good as hell) I do my hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Woo, child, tired of the bullshit Go on, dust your shoulders off, keep it moving Yes, Lord, tryna get some new shit In there, swimwear, going-to-the-pool shit Come now, come dry your eyes You know you a star, you can touch the sky I know that it's hard, but you have to try If you need advice, let me simplify If he don't love you anymore Just walk your fine ass out the door I do my hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Feeling good as hell) Baby, how you feelin'? (Feelin' good as hell) Woo, girl, need to kick off your shoes Gotta take a deep breath, time to focus on you All the big fights, long nights that you been through I got a bottle of tequila I been saving for you Boss up and change your life You can have it all, no sacrifice I know he did you wrong, we can make it right So go and let it all hang out tonight 'Cause he don't love you anymore So walk your fine ass out the door And do your hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Show it off tonight) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (And we gon' be alright) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Mmm, yeah, alright Listen, if he don't love you anymore Then walk your fine ass out the door And do your hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Woo-hoo) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Show it off tonight) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (And we gon' make it right) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Feelin' good as hell) Baby, how you feelin'? (Feelin' good as hell)",89,Good as Hell (feat. Ariana Grande) [Remix],25/10/2019,pop,159011,en,0.73084,,,0.546625,,,
296,08bNPGLD8AhKpnnERrAc6G,FRIENDS,Marshmello,"Ooh-oh, ooh-woh Ooh-oh, ooh-woh You say you love me, I say you crazy We're nothing more than friends You're not my lover, more like a brother I known you since we were like ten, yeah Don't mess it up, talking that shit Only gonna push me away, that's it! When you say you love me, that make me crazy Here we go again Don't go look at me with that look in your eye You really ain't going away without a fight You can't be reasoned with, I'm done being polite I've told you one, two, three, four, five, six thousand times Haven't I made it obvious? Haven't I made it clear? Want me to spell it out for you? F-R-I-E-N-D-S Haven't I made it obvious? Haven't I made it clear? Want me to spell it out for you? F-R-I-E-N-D-S F-R-I-E-N-D-S Have you got no shame? You looking insane Turning up at my door It's two in the morning, the rain is pouring Haven't we been here before? Don't mess it up, talking that shit Only gonna push me away, that's it! Have you got no shame? You looking insane Here we go again So don't go look at me with that look in your eye You really ain't going away without a fight You can't be reasoned with, I'm done being polite I've told you one, two, three, four, five, six thousand times Haven't I made it obvious? (Haven't I made it?) Haven't I made it clear? (Haven't I made it clear?) Want me to spell it out for you? F-R-I-E-N-D-S Haven't I made it obvious? Haven't I made it clear? (Haven't I?) Want me to spell it out for you? (To spell it out for you?) F-R-I-E-N-D-S F-R-I-E-N-D-S F-R-I-E-N-D-S That's how you f****** spell ""friends"" F-R-I-E-N-D-S Get that shit inside your head No, no, yeah, uh, ah F-R-I-E-N-D-S We're just friends So don't go look at me with that look in your eye You really ain't going nowhere without a fight You can't be reasoned with, I'm done being polite I've told you one, two, three, four, five, six thousand times Haven't I made it obvious? (Have I not made it obvious?) Haven't I made it clear? (Yeah, I made it very clear) Want me to spell it out for you? (Yo) F-R-I-E-N-D-S (I said F-R-I-E-N-D-S) Haven't I made it obvious? (I made it very obvious) Haven't I made it clear? (I made it very clear) Want me to spell it out for you? F-R-I-E-N-D-S F-R-I-E-N-D-S Mmm, ooh, ooh, ooh Ah, ah-oh, ah-oh Ooh-oh, ooh-woh Ooh-oh, ooh-woh You say you love me, I say you crazy We're nothing more than friends You're not my lover, more like a brother I known you since we were like ten, yeah Don't mess it up, talking that shit Only gonna push me away, that's it! When you say you love me, that make me crazy Here we go again Don't go look at me with that look in your eye You really ain't going away without a fight You can't be reasoned with, I'm done being polite I've told you one, two, three, four, five, six thousand times Haven't I made it obvious? Haven't I made it clear? Want me to spell it out for you? F-R-I-E-N-D-S Haven't I made it obvious? Haven't I made it clear? Want me to spell it out for you? F-R-I-E-N-D-S F-R-I-E-N-D-S Have you got no shame? You looking insane Turning up at my door It's two in the morning, the rain is pouring Haven't we been here before? Don't mess it up, talking that shit Only gonna push me away, that's it! Have you got no shame? You looking insane Here we go again So don't go look at me with that look in your eye You really ain't going away without a fight You can't be reasoned with, I'm done being polite I've told you one, two, three, four, five, six thousand times Haven't I made it obvious? (Haven't I made it?) Haven't I made it clear? (Haven't I made it clear?) Want me to spell it out for you? F-R-I-E-N-D-S Haven't I made it obvious? Haven't I made it clear? (Haven't I?) Want me to spell it out for you? (To spell it out for you?) F-R-I-E-N-D-S F-R-I-E-N-D-S F-R-I-E-N-D-S That's how you f****** spell ""friends"" F-R-I-E-N-D-S Get that shit inside your head No, no, yeah, uh, ah F-R-I-E-N-D-S We're just friends So don't go look at me with that look in your eye You really ain't going nowhere without a fight You can't be reasoned with, I'm done being polite I've told you one, two, three, four, five, six thousand times Haven't I made it obvious? (Have I not made it obvious?) Haven't I made it clear? (Yeah, I made it very clear) Want me to spell it out for you? (Yo) F-R-I-E-N-D-S (I said F-R-I-E-N-D-S) Haven't I made it obvious? (I made it very obvious) Haven't I made it clear? (I made it very clear) Want me to spell it out for you? F-R-I-E-N-D-S F-R-I-E-N-D-S Mmm, ooh, ooh, ooh Ah, ah-oh, ah-oh Ooh-oh, ooh-woh Ooh-oh, ooh-woh You say you love me, I say you crazy We're nothing more than friends You're not my lover, more like a brother I known you since we were like ten, yeah Don't mess it up, talking that shit Only gonna push me away, that's it! When you say you love me, that make me crazy Here we go again Don't go look at me with that look in your eye You really ain't going away without a fight You can't be reasoned with, I'm done being polite I've told you one, two, three, four, five, six thousand times Haven't I made it obvious? Haven't I made it clear? Want me to spell it out for you? F-R-I-E-N-D-S Haven't I made it obvious? Haven't I made it clear? Want me to spell it out for you? F-R-I-E-N-D-S F-R-I-E-N-D-S Have you got no shame? You looking insane Turning up at my door It's two in the morning, the rain is pouring Haven't we been here before? Don't mess it up, talking that shit Only gonna push me away, that's it! Have you got no shame? You looking insane Here we go again So don't go look at me with that look in your eye You really ain't going away without a fight You can't be reasoned with, I'm done being polite I've told you one, two, three, four, five, six thousand times Haven't I made it obvious? (Haven't I made it?) Haven't I made it clear? (Haven't I made it clear?) Want me to spell it out for you? F-R-I-E-N-D-S Haven't I made it obvious? Haven't I made it clear? (Haven't I?) Want me to spell it out for you? (To spell it out for you?) F-R-I-E-N-D-S F-R-I-E-N-D-S F-R-I-E-N-D-S That's how you f****** spell ""friends"" F-R-I-E-N-D-S Get that shit inside your head No, no, yeah, uh, ah F-R-I-E-N-D-S We're just friends So don't go look at me with that look in your eye You really ain't going nowhere without a fight You can't be reasoned with, I'm done being polite I've told you one, two, three, four, five, six thousand times Haven't I made it obvious? (Have I not made it obvious?) Haven't I made it clear? (Yeah, I made it very clear) Want me to spell it out for you? (Yo) F-R-I-E-N-D-S (I said F-R-I-E-N-D-S) Haven't I made it obvious? (I made it very obvious) Haven't I made it clear? (I made it very clear) Want me to spell it out for you? F-R-I-E-N-D-S F-R-I-E-N-D-S Mmm, ooh, ooh, ooh Ah, ah-oh, ah-oh",83,FRIENDS,09/02/2018,pop,202621,en,,,,0.559446,0.618034,,
303,08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,"Back in black, I hit the sack I've been too long, I'm glad to be back Yes, I'm let loose from the noose That's kept me hanging about I'm just looking at the sky 'cause it's getting me high Forget the hearse, 'cause I'll never die I got nine lives, cat's eyes Abusing every one of them and running wild 'Cause I'm back, yes I'm back Well, I'm back, yes I'm back Well, I'm back, back Well, I'm back in black Yes, I'm back in black Back in the back of a Cadillac Number one with a bullet, I'm a power pack Yes, I'm in a bang with a gang They've got to catch me if they want me to hang'Cause I'm back on the track and I'm beatin' the flack Nobody's gonna get me on another rap So, look at me now, I'm just making my play Don't try to push your luck, just get out of my way 'Cause I'm back, yes I'm back Well, I'm back, yes I'm back Well, I'm back, back Well, I'm back in black Yes, I'm back in black Well, I'm back, yes I'm back Well, I'm back, yes I'm back Well, I'm back, back Well, I'm back in black Yes, I'm back in black, yow Ah, yeah Oh, yeah Take my love Yeah, yeah Yeah Ah, hey yeah Ooh, yeah Well, I'm back (I'm back) Back, well I'm (I'm back) Back (I'm back) Back (I'm back) Back (I'm back) Back Back in black Yes, I'm back in black I've hit the sack Back in black, I hit the sack I've been too long, I'm glad to be back Yes, I'm let loose from the noose That's kept me hanging about I'm just looking at the sky 'cause it's getting me high Forget the hearse, 'cause I'll never die I got nine lives, cat's eyes Abusing every one of them and running wild 'Cause I'm back, yes I'm back Well, I'm back, yes I'm back Well, I'm back, back Well, I'm back in black Yes, I'm back in black Back in the back of a Cadillac Number one with a bullet, I'm a power pack Yes, I'm in a bang with a gang They've got to catch me if they want me to hang'Cause I'm back on the track and I'm beatin' the flack Nobody's gonna get me on another rap So, look at me now, I'm just making my play Don't try to push your luck, just get out of my way 'Cause I'm back, yes I'm back Well, I'm back, yes I'm back Well, I'm back, back Well, I'm back in black Yes, I'm back in black Well, I'm back, yes I'm back Well, I'm back, yes I'm back Well, I'm back, back Well, I'm back in black Yes, I'm back in black, yow Ah, yeah Oh, yeah Take my love Yeah, yeah Yeah Ah, hey yeah Ooh, yeah Well, I'm back (I'm back) Back, well I'm (I'm back) Back (I'm back) Back (I'm back) Back (I'm back) Back Back in black Yes, I'm back in black I've hit the sack Back in black, I hit the sack I've been too long, I'm glad to be back Yes, I'm let loose from the noose That's kept me hanging about I'm just looking at the sky 'cause it's getting me high Forget the hearse, 'cause I'll never die I got nine lives, cat's eyes Abusing every one of them and running wild 'Cause I'm back, yes I'm back Well, I'm back, yes I'm back Well, I'm back, back Well, I'm back in black Yes, I'm back in black Back in the back of a Cadillac Number one with a bullet, I'm a power pack Yes, I'm in a bang with a gang They've got to catch me if they want me to hang'Cause I'm back on the track and I'm beatin' the flack Nobody's gonna get me on another rap So, look at me now, I'm just making my play Don't try to push your luck, just get out of my way 'Cause I'm back, yes I'm back Well, I'm back, yes I'm back Well, I'm back, back Well, I'm back in black Yes, I'm back in black Well, I'm back, yes I'm back Well, I'm back, yes I'm back Well, I'm back, back Well, I'm back in black Yes, I'm back in black, yow Ah, yeah Oh, yeah Take my love Yeah, yeah Yeah Ah, hey yeah Ooh, yeah Well, I'm back (I'm back) Back, well I'm (I'm back) Back (I'm back) Back (I'm back) Back (I'm back) Back Back in black Yes, I'm back in black I've hit the sack Back in black, I hit the sack I've been too long, I'm glad to be back Yes, I'm let loose from the noose That's kept me hanging about I'm just looking at the sky 'cause it's getting me high Forget the hearse, 'cause I'll never die I got nine lives, cat's eyes Abusing every one of them and running wild 'Cause I'm back, yes I'm back Well, I'm back, yes I'm back Well, I'm back, back Well, I'm back in black Yes, I'm back in black Back in the back of a Cadillac Number one with a bullet, I'm a power pack Yes, I'm in a bang with a gang They've got to catch me if they want me to hang'Cause I'm back on the track and I'm beatin' the flack Nobody's gonna get me on another rap So, look at me now, I'm just making my play Don't try to push your luck, just get out of my way 'Cause I'm back, yes I'm back Well, I'm back, yes I'm back Well, I'm back, back Well, I'm back in black Yes, I'm back in black Well, I'm back, yes I'm back Well, I'm back, yes I'm back Well, I'm back, back Well, I'm back in black Yes, I'm back in black, yow Ah, yeah Oh, yeah Take my love Yeah, yeah Yeah Ah, hey yeah Ooh, yeah Well, I'm back (I'm back) Back, well I'm (I'm back) Back (I'm back) Back (I'm back) Back (I'm back) Back Back in black Yes, I'm back in black I've hit the sack",83,Back In Black,25/07/1980,pop,255493,en,,,,,,,
319,09CtPGIpYB4BrO8qb1RGsF,Sorry,Justin Bieber,"NA You gotta go and get angry at all of my honesty You know I try but I don't do too well with apologies I hope I don't run out of time, could someone call a referee? 'Cause I just need one more shot at forgiveness I know you know that I made those mistakes maybe once or twice By once or twice I mean maybe a couple a hundred times So let me, oh let me redeem, oh redeem, oh myself tonight 'Cause I just need one more shot at second chances Yeah, is it too late now to say sorry? 'Cause I'm missing more than just your body Is it too late now to say sorry? Yeah I know that I let you down Is it too late to say I'm sorry now? I'm sorry, yeah Sorry, yeah Sorry Yeah I know that I let you down Is it too late to say I'm sorry now? I'll take every single piece of the blame if you want me to But you know that there is no innocent one in this game for two I'll go, I'll go and then you go, you go out and spill the truth Can we both say the words and forget this? Is it too late now to say sorry? 'Cause I'm missing more than just your body Is it too late now to say sorry? Yeah I know that I let you down Is it too late to say I'm sorry now? I'm not just trying to get you back on me 'Cause I'm missing more than just your body Is it too late now to say sorry? Yeah I know that I let you down Is it too late to say I'm sorry now? I'm sorry, yeah Sorry, oh Sorry Yeah I know that I let you down Is it too late to say I'm sorry now? I'm sorry, yeah Sorry, oh Sorry Yeah I know that I let you down Is it too late to say I'm sorry now? NA You gotta go and get angry at all of my honesty You know I try but I don't do too well with apologies I hope I don't run out of time, could someone call a referee? 'Cause I just need one more shot at forgiveness I know you know that I made those mistakes maybe once or twice By once or twice I mean maybe a couple a hundred times So let me, oh let me redeem, oh redeem, oh myself tonight 'Cause I just need one more shot at second chances Yeah, is it too late now to say sorry? 'Cause I'm missing more than just your body Is it too late now to say sorry? Yeah I know that I let you down Is it too late to say I'm sorry now? I'm sorry, yeah Sorry, yeah Sorry Yeah I know that I let you down Is it too late to say I'm sorry now? I'll take every single piece of the blame if you want me to But you know that there is no innocent one in this game for two I'll go, I'll go and then you go, you go out and spill the truth Can we both say the words and forget this? Is it too late now to say sorry? 'Cause I'm missing more than just your body Is it too late now to say sorry? Yeah I know that I let you down Is it too late to say I'm sorry now? I'm not just trying to get you back on me 'Cause I'm missing more than just your body Is it too late now to say sorry? Yeah I know that I let you down Is it too late to say I'm sorry now? I'm sorry, yeah Sorry, oh Sorry Yeah I know that I let you down Is it too late to say I'm sorry now? I'm sorry, yeah Sorry, oh Sorry Yeah I know that I let you down Is it too late to say I'm sorry now? NA You gotta go and get angry at all of my honesty You know I try but I don't do too well with apologies I hope I don't run out of time, could someone call a referee? 'Cause I just need one more shot at forgiveness I know you know that I made those mistakes maybe once or twice By once or twice I mean maybe a couple a hundred times So let me, oh let me redeem, oh redeem, oh myself tonight 'Cause I just need one more shot at second chances Yeah, is it too late now to say sorry? 'Cause I'm missing more than just your body Is it too late now to say sorry? Yeah I know that I let you down Is it too late to say I'm sorry now? I'm sorry, yeah Sorry, yeah Sorry Yeah I know that I let you down Is it too late to say I'm sorry now? I'll take every single piece of the blame if you want me to But you know that there is no innocent one in this game for two I'll go, I'll go and then you go, you go out and spill the truth Can we both say the words and forget this? Is it too late now to say sorry? 'Cause I'm missing more than just your body Is it too late now to say sorry? Yeah I know that I let you down Is it too late to say I'm sorry now? I'm not just trying to get you back on me 'Cause I'm missing more than just your body Is it too late now to say sorry? Yeah I know that I let you down Is it too late to say I'm sorry now? I'm sorry, yeah Sorry, oh Sorry Yeah I know that I let you down Is it too late to say I'm sorry now? I'm sorry, yeah Sorry, oh Sorry Yeah I know that I let you down Is it too late to say I'm sorry now? NA You gotta go and get angry at all of my honesty You know I try but I don't do too well with apologies I hope I don't run out of time, could someone call a referee? 'Cause I just need one more shot at forgiveness I know you know that I made those mistakes maybe once or twice By once or twice I mean maybe a couple a hundred times So let me, oh let me redeem, oh redeem, oh myself tonight 'Cause I just need one more shot at second chances Yeah, is it too late now to say sorry? 'Cause I'm missing more than just your body Is it too late now to say sorry? Yeah I know that I let you down Is it too late to say I'm sorry now? I'm sorry, yeah Sorry, yeah Sorry Yeah I know that I let you down Is it too late to say I'm sorry now? I'll take every single piece of the blame if you want me to But you know that there is no innocent one in this game for two I'll go, I'll go and then you go, you go out and spill the truth Can we both say the words and forget this? Is it too late now to say sorry? 'Cause I'm missing more than just your body Is it too late now to say sorry? Yeah I know that I let you down Is it too late to say I'm sorry now? I'm not just trying to get you back on me 'Cause I'm missing more than just your body Is it too late now to say sorry? Yeah I know that I let you down Is it too late to say I'm sorry now? I'm sorry, yeah Sorry, oh Sorry Yeah I know that I let you down Is it too late to say I'm sorry now? I'm sorry, yeah Sorry, oh Sorry Yeah I know that I let you down Is it too late to say I'm sorry now?",81,Purpose (Deluxe),13/11/2015,pop,200787,en,,0.719498,0.814003,0.598642,,,
